assembly_bio_sample_accession	scientific_name	taxonomic_group	genus	family	order	class	taxon_rank	pacbio	nanopore	project	assembly_id_pri	assembly_id_alt	contig_n50_pri	contig_n50_alt	scaffold_n50_pri	scaffold_n50_alt	assembly_name_pri	assembly_name_alt	gcf_pri	gcf_alt	assembly_span_pri	assembly_span_alt	assembly_level_pri	assembly_level_alt	scientific_name_for_timetree
SAMN32145295	Dendropsophus ebraccatus	amphibian	Dendropsophus	Hylidae	Anura	Amphibia	species	true	false	VGP	GCA_027789765.1	GCA_027789725.1	8808153	10560916	153439414	61622151	aDenEbr1.pat	aDenEbr1.mat	NA	NA	2214937069	2352801895	Chromosome	Scaffold	Dendropsophus ebraccatus
SAMN32206947	Cynocephalus volans	mammal	Cynocephalus	Cynocephalidae	Dermoptera	Mammalia	species	true	false	VGP	GCA_027409185.1	GCA_027409165.1	69195939	4372305	165781880	NA	mCynVol1.pri	mCynVol1.alt	GCF_027409185.1	NA	2814418120	2453279509	Chromosome	Contig	Cynocephalus volans
SAMN32224830	Scomber japonicus	ray-finned fish	Scomber	Scombridae	Scombriformes	Actinopteri	species	true	false	VGP	GCA_027409825.1	GCA_027409835.1	4898551	2256059	34636535	2256059	fScoJap1.pri	fScoJap1.alt	GCF_027409825.1	NA	828681152	783090595	Chromosome	Scaffold	Scomber japonicus
SAMN32256411	Gypaetus barbatus	bird	Gypaetus	Accipitridae	Accipitriformes	Aves	species	true	false	VGP	GCA_028022735.1	GCA_028017155.1	18064636	869628	52189775	NA	bGypBar2.pri	bGypBar2.alt	NA	NA	1365299843	979058826	Chromosome	Contig	Gypaetus barbatus
SAMN32348883	Pangasianodon hypophthalmus	ray-finned fish	Pangasianodon	Pangasiidae	Siluriformes	Actinopteri	species	true	false	VGP	GCA_027358585.1	GCA_027382375.1	13007371	449892	26128932	449892	fPanHyp1.pri	fPanHyp1.alt	GCF_027358585.1	NA	764974446	738869872	Chromosome	Scaffold	Pangasianodon hypophthalmus
SAMN32359106	Erethizon dorsatum	mammal	Erethizon	Erethizontidae	Rodentia	Mammalia	species	true	false	VGP	GCA_028451465.1	GCA_028500835.1	19239546	628667	127995937	628667	mEreDor1.pri	mEreDor1.alt	NA	NA	2432130964	1937137571	Chromosome	Scaffold	Erethizon dorsatum
SAMN32477717	Sorex araneus	mammal	Sorex	Soricidae	Eulipotyphla	Mammalia	species	true	false	VGP	GCA_027595985.1	GCA_027595995.1	4024507	936572	374364821	NA	mSorAra2.pri	mSorAra2.alt	GCF_027595985.1	NA	2405993548	2319662114	Chromosome	Contig	Sorex araneus
SAMN32606345	Rhea pennata	bird	Rhea	Rheidae	Rheiformes	Aves	species	true	false	VGP	GCA_028389875.1	GCA_028389885.1	19335416	3662187	82467789	NA	bPtePen1.pri	bPtePen1.alt	GCF_028389875.1	NA	1269000025	983620806	Chromosome	Contig	Rhea pennata
SAMN32622440	Euleptes europaea	reptile	Euleptes	Sphaerodactylidae	Squamata	Lepidosauria	species	true	false	VGP	GCA_029931775.1	GCA_029931755.1	26991305	31964801	102317683	101915064	rEulEur1.hap1	rEulEur1.hap2	GCF_029931775.1	NA	1781916107	1775520415	Chromosome	Scaffold	Euleptes europaea
SAMN32629060	Balaenoptera ricei	mammal	Balaenoptera	Balaenopteridae	Artiodactyla	Mammalia	species	true	false	VGP	GCA_028023285.1	GCA_028017805.1	36541936	36002000	122071569	109386820	mBalRic1.hap2	mBalRic1.hap1	GCF_028023285.1	NA	2678442663	2844045133	Chromosome	Scaffold	Balaenoptera ricei
SAMN32629250	Eschrichtius robustus	mammal	Eschrichtius	Eschrichtiidae	Artiodactyla	Mammalia	species	true	false	VGP	GCA_028021215.1	GCA_028021475.1	39209000	536049	126538682	NA	mEscRob2.pri	mEscRob2.alt	NA	NA	2982418581	2787390652	Chromosome	Contig	Eschrichtius robustus
SAMN32629340	Hyla sarda	amphibian	Hyla	Hylidae	Anura	Amphibia	species	true	false	VGP	GCA_029499605.1	GCA_029493135.1	3809262	3991598	384967061	380637514	aHylSar1.hap1	aHylSar1.hap2	GCF_029499605.1	NA	4142159359	4080080015	Chromosome	Scaffold	Hyla sarda
SAMN32629383	Lycodopsis pacificus	ray-finned fish	Lycodopsis	Zoarcidae	Perciformes	Actinopteri	species	true	false	VGP	GCA_028022725.1	GCA_028021495.1	4715471	4650094	27720618	28110170	fLycPai1.hap2	fLycPai1.hap1	NA	NA	646369862	661271547	Chromosome	Scaffold	Lycodopsis pacificus
SAMN32631236	Pseudophryne corroboree	amphibian	Pseudophryne	Myobatrachidae	Anura	Amphibia	species	true	false	VGP	GCA_028390025.1	GCA_028390055.1	6819095	6719918	846894890	679934666	aPseCor3.hap2	aPseCor3.hap1	GCF_028390025.1	NA	8872758793	8945609516	Chromosome	Scaffold	Pseudophryne corroboree
SAMN32631248	Erythrolamprus reginae	reptile	Erythrolamprus	Dipsadidae	Squamata	Lepidosauria	species	true	false	VGP	GCA_031021105.1	GCA_031021085.1	3064756	4297867	259117534	NA	rEryReg1.hap1	rEryReg1.hap2	NA	NA	1964049041	2038227610	Chromosome	Contig	Erythrolamprus reginae
SAMN32738980	Dasypus novemcinctus	mammal	Dasypus	Dasypodidae	Cingulata	Mammalia	species	true	false	VGP	GCA_030445035.2	GCA_030445055.2	13963394	14437728	127081865	126004510	mDasNov1.1.hap2	mDasNov1.1.hap1	NA	NA	3610534858	3296222425	Chromosome	Chromosome	Dasypus novemcinctus
SAMN32739894	Pseudopipra pipra	bird	Pseudopipra	Pipridae	Passeriformes	Aves	species	true	false	VGP	GCA_036250125.1	GCA_036250135.1	10447158	11116877	75011098	75989417	bDixPip1.hap1	bDixPip1.hap2	GCF_036250125.1	NA	1165201947	1027640383	Chromosome	Chromosome	Pseudopipra pipra
SAMN32739907	Liasis olivaceus	reptile	Liasis	Pythonidae	Squamata	Lepidosauria	species	true	false	VGP	GCA_030867105.1	GCA_030867085.1	65226870	74672673	203662644	203536677	rLiaOli1.hap1	rLiaOli1.hap2	NA	NA	1486119866	1478263624	Chromosome	Chromosome	Liasis olivaceus
SAMN32740525	Hoplias malabaricus	ray-finned fish	Hoplias	Erythrinidae	Characiformes	Actinopteri	species	true	false	VGP	GCA_029633855.2	GCA_029633875.1	3626585	4239583	53138383	48956927	fHopMal1.hap1	fHopMal1.hap2	GCF_029633855.1	NA	1186354877	1117251445	Chromosome	Chromosome	Hoplias malabaricus
SAMN32745077	Hypanus sabinus	cartilaginous fish	Hypanus	Dasyatidae	Myliobatiformes	Chondrichthyes	species	true	false	VGP	GCA_030144855.1	GCA_030144785.1	4266932	4909400	112262883	162574764	sHypSab1.hap1	sHypSab1.hap2	GCF_030144855.1	NA	4044869043	3635158545	Chromosome	Chromosome	Hypanus sabinus
SAMN32746370	Mobula birostris	cartilaginous fish	Mobula	Myliobatidae	Myliobatiformes	Chondrichthyes	species	true	false	VGP	GCA_030035685.1	GCA_030028105.1	8612779	7300797	152352395	148671352	sMobBir1.hap2	sMobBir1.hap1	NA	NA	3634101053	4014635230	Chromosome	Chromosome	Mobula birostris
SAMN32746534	Eubalaena glacialis	mammal	Eubalaena	Balaenidae	Artiodactyla	Mammalia	species	true	false	VGP	GCA_028564815.2	GCA_028571275.2	37467374	34529248	129620717	124856057	mEubGla1.1.hap2.+ XY	mEubGla1.1.hap1	GCF_028564815.1	NA	2843675187	2603848905	Chromosome	Chromosome	Eubalaena glacialis
SAMN32755940	Trichomycterus rosablanca	ray-finned fish	Trichomycterus	Trichomycteridae	Siluriformes	Actinopteri	species	true	false	VGP	GCA_030014385.1	GCA_030015355.1	13074164	8272383	40419146	38085262	fTriRos1.hap1	fTriRos1.hap2	GCF_030014385.1	NA	1045025885	996754446	Chromosome	Scaffold	Trichomycterus rosablanca
SAMN32756554	Loxodonta africana	mammal	Loxodonta	Elephantidae	Proboscidea	Mammalia	species	true	false	VGP	GCA_030014295.1	GCA_030020305.1	82653632	75907863	119600562	116142568	mLoxAfr1.hap2	mLoxAfr1.hap1	GCF_030014295.1	NA	3540876381	3575747632	Chromosome	Scaffold	Loxodonta africana
SAMN32757332	Manis pentadactyla	mammal	Manis	Manidae	Pholidota	Mammalia	species	true	false	VGP	GCA_030020395.1	GCA_030020945.1	25547713	31222426	149551276	139388172	mManPen7.hap1	mManPen7.hap2	GCF_030020395.1	NA	2840164579	2869287698	Chromosome	Scaffold	Manis pentadactyla
SAMN32775697	Grus americana	bird	Grus	Gruidae	Gruiformes	Aves	species	true	false	VGP	GCA_028858705.1	GCA_028858595.1	28324902	7082157	82903739	81581678	bGruAme1.mat	bGruAme1.pat	GCF_028858705.1	NA	1257821324	1200805165	Chromosome	Chromosome	Grus americana
SAMN32797734	Inia geoffrensis	mammal	Inia	Iniidae	Artiodactyla	Mammalia	species	true	false	VGP	GCA_036417435.1	GCA_036417475.1	40892022	41942625	117431308	109672245	mIniGeo1.hap1	mIniGeo1.hap2	NA	NA	2749345781	2540437634	Chromosome	Chromosome	Inia geoffrensis
SAMN33059336	Ara ararauna	bird	Ara	Psittacidae	Psittaciformes	Aves	species	true	false	VGP	GCA_028858755.1	GCA_028858555.1	38811057	30109517	110438430	109732589	bAraAra1.hap1	bAraAra1.hap2	NA	NA	1224360198	1302242811	Chromosome	Chromosome	Ara ararauna
SAMN33092455	Heterohyrax brucei	mammal	Heterohyrax	Procaviidae	Hyracoidea	Mammalia	species	true	false	VGP	GCA_028571685.1	GCA_028571665.1	78495281	2407262	139648372	2407262	mHetBru1.pri	mHetBru1.alt	NA	NA	3488059404	3021267164	Chromosome	Scaffold	Heterohyrax brucei
SAMN33212336	Dugong dugon	mammal	Dugong	Dugongidae	Sirenia	Mammalia	species	true	false	VGP	GCA_030035585.1	GCA_030020955.1	57632671	57883746	140670990	138031769	mDugDug1.hap1	mDugDug1.hap2	NA	NA	3158488110	3154453075	Chromosome	Scaffold	Dugong dugon
SAMN33339572	Colius striatus	bird	Colius	Coliidae	Coliiformes	Aves	species	true	false	VGP	GCA_028858725.2	GCA_028858625.2	21931325	21724867	89023854	59190243	bColStr4.1.hap1	bColStr4.1.hap2	GCF_028858725.1	NA	1212464869	1153503718	Chromosome	Chromosome	Colius striatus
SAMN33342074	Hippopotamus amphibius kiboko	mammal	Hippopotamus	Hippopotamidae	Artiodactyla	Mammalia	subspecies	true	false	VGP	GCA_030028045.1	GCA_030028035.1	50348260	46144666	149218186	129786975	mHipAmp2.hap2	mHipAmp2.hap1	GCF_030028045.1	NA	2538242855	2533318371	Chromosome	Scaffold	Hippopotamus amphibius kiboko
SAMN33386005	Chamaea fasciata	bird	Chamaea	Sylviidae	Passeriformes	Aves	species	true	false	CCGP	GCA_029207755.1	GCA_029207785.1	4583527	4583527	73256386	73097583	bChaFas1.0.hap1	bChaFas1.0.hap2	GCF_029207755.1	NA	1194528561	1194527585	Scaffold	Scaffold	Chamaea fasciata
SAMN33386007	Pituophis catenifer annectens	reptile	Pituophis	Colubridae	Squamata	Lepidosauria	subspecies	true	false	CCGP	GCA_029215685.1	GCA_029215655.1	26555075	33264011	216834086	161302193	rPitCat1.0.hap2	rPitCat1.0.hap1	NA	NA	1682881129	1749238485	Scaffold	Scaffold	Pituophis catenifer annectens
SAMN33386026	Mirounga angustirostris	mammal	Mirounga	Phocidae	Carnivora	Mammalia	species	true	false	CCGP	GCA_029215605.1	GCA_029215635.1	58074836	61241870	154172358	152944777	mMirAng1.0.hap1	mMirAng1.0.hap2	GCF_029215605.1	NA	2430305188	2451151009	Scaffold	Scaffold	Mirounga angustirostris
SAMN33386066	Anniella stebbinsi	reptile	Anniella	Anniellidae	Squamata	Lepidosauria	species	true	false	CCGP	GCA_029215795.1	GCA_029215775.1	120289678	120109455	276533474	275917861	rAnnSte1.0.hap2	rAnnSte1.0.hap1	NA	NA	1891076299	1890507581	Scaffold	Scaffold	Anniella stebbinsi
SAMN33386125	Spea hammondii	amphibian	Spea	Pelobatidae	Anura	Amphibia	species	true	false	CCGP	GCA_029215755.1	GCA_029215705.1	14335781	11561794	120842655	120773319	aSpeHam1.0.hap2	aSpeHam1.0.hap1	NA	NA	1155539324	1141997532	Scaffold	Scaffold	Spea hammondii
SAMN34060140	Lampris incognitus	ray-finned fish	Lampris	Lampridae	Lampriformes	Actinopteri	species	true	false	VGP	GCA_029633865.1	GCA_029633845.1	917127	864198	62607046	62035289	fLamInc1.hap2	fLamInc1.hap1	GCF_029633865.1	NA	1482357630	1477069270	Chromosome	Scaffold	Lampris incognitus
SAMN34081523	Rhinichthys osculus	ray-finned fish	Rhinichthys	Leuciscidae	Cypriniformes	Actinopteri	species	true	false	CCGP	GCA_029959095.1	GCA_029959135.1	10885064	10040549	44510230	43302895	fRhiOsc1.0.hap1	fRhiOsc1.0.hap2	NA	NA	1145805855	1144992768	Scaffold	Scaffold	Rhinichthys osculus
SAMN34105704	Rhineura floridana	reptile	Rhineura	Rhineuridae	Squamata	Lepidosauria	species	true	false	VGP	GCA_030035675.1	GCA_030035715.1	18156940	16490926	188683971	194483480	rRhiFlo1.hap2	rRhiFlo1.hap1	GCF_030035675.1	NA	2307419594	2321796813	Chromosome	Scaffold	Rhineura floridana
SAMN34116453	Gavialis gangeticus	reptile	Gavialis	Gavialidae	Crocodylia	NA	species	true	false	VGP	GCA_030020295.1	GCA_030020385.1	84235120	73461180	257319116	255848931	rGavGan2.hap2	rGavGan2.hap1	NA	NA	2328538659	2339480201	Chromosome	Scaffold	Gavialis gangeticus
SAMN35074507	Poecile atricapillus	bird	Poecile	Paridae	Passeriformes	Aves	species	true	false	VGP	GCA_030490865.1	GCA_030490855.1	8462732	8008306	107919339	75865069	bPoeAtr1.hap1	bPoeAtr1.hap2	GCF_030490865.1	NA	1251116877	987998379	Chromosome	Chromosome	Poecile atricapillus
SAMN35075070	Tadarida brasiliensis	mammal	Tadarida	Molossidae	Chiroptera	Mammalia	species	true	false	Other EBP	GCA_030848825.1	GCA_030848815.1	86333355	4835056	111098925	NA	DD_mTadBra1_pri	DD_mTadBra1_alt	NA	NA	2283171816	2256080465	Chromosome	Contig	Tadarida brasiliensis
SAMN35075251	Salminus brasiliensis	ray-finned fish	Salminus	Bryconidae	Characiformes	Actinopteri	species	true	false	VGP	GCA_030463535.1	GCA_030448965.1	5834861	6137245	40765202	38931027	fSalBra1.hap2	fSalBra1.hap1	NA	NA	1066483687	1078246036	Chromosome	Scaffold	Salminus brasiliensis
SAMN35151422	Cyclura pinguis	reptile	Cyclura	Iguanidae	Squamata	Lepidosauria	species	true	false	VGP	GCA_030412105.1	GCA_030412085.1	112814430	123360854	291724653	291690877	rCycPin1.hap1	rCycPin1.hap2	NA	NA	1983614781	1955392031	Chromosome	Scaffold	Cyclura pinguis
SAMN35669201	Strix occidentalis	bird	Strix	Strigidae	Strigiformes	Aves	species	true	false	CCGP	GCA_030819815.1	GCA_030819885.1	13287088	13767804	90801476	88254688	bStriOcc1.0.hap2	bStriOcc1.0.hap1	NA	NA	1432200851	1271565829	Scaffold	Scaffold	Strix occidentalis
SAMN35669231	Aquila chrysaetos	bird	Aquila	Accipitridae	Accipitriformes	Aves	species	true	false	CCGP	GCA_030820595.1	GCA_030820615.1	31644863	30297396	47648450	47318033	bAquChr2.0.hap2	bAquChr2.0.hap1	NA	NA	1312104294	1283504458	Scaffold	Scaffold	Aquila chrysaetos
SAMN35735684	Masticophis lateralis	reptile	Masticophis	Colubridae	Squamata	Lepidosauria	species	true	false	CCGP	GCA_030761175.1	GCA_030761195.1	68931034	58217841	214958471	146316236	rMasLat1.0.hap2	rMasLat1.0.hap1	NA	NA	1504000112	1783872330	Scaffold	Scaffold	Masticophis lateralis
SAMN35784560	Pelecanus crispus	bird	Pelecanus	Pelecanidae	Pelecaniformes	Aves	species	true	false	VGP	GCA_030463565.1	GCA_030449815.1	9666746	352774	86807213	NA	bPelCri1.pri	bPelCri1.alt	NA	NA	1314568463	1207417857	Chromosome	Contig	Pelecanus crispus
SAMN35784765	Passerculus sandwichensis	bird	Passerculus	Passerellidae	Passeriformes	Aves	species	true	false	VGP	GCA_031885435.1	GCA_031876245.1	19816254	3913016	64395891	3913016	bPasSan2.pri	bPasSan2.alt	NA	NA	1270923488	1133770116	Chromosome	Scaffold	Passerculus sandwichensis
SAMN35822658	Ochotona princeps	mammal	Ochotona	Ochotonidae	Lagomorpha	Mammalia	species	true	false	VGP	GCA_030435755.1	GCA_030435715.1	12191025	11313716	73962893	68818794	mOchPri1.hap1	mOchPri1.hap2	GCF_030435755.1	NA	2555444530	2534779560	Chromosome	Chromosome	Ochotona princeps
SAMN35823397	Stegostoma tigrinum	cartilaginous fish	Stegostoma	Stegostomatidae	Orectolobiformes	Chondrichthyes	species	true	false	VGP	GCA_030684315.1	GCA_030684295.1	6162596	5797865	79021053	68031136	sSteTig4.hap1	sSteTig4.hap2	GCF_030684315.1	NA	3198515386	3603936669	Chromosome	Scaffold	Stegostoma tigrinum
SAMN35845454	Gambelia wislizenii	reptile	Gambelia	Iguanidae	Squamata	Lepidosauria	species	true	false	CCGP	GCA_030847615.1	GCA_030847625.1	138191064	141377706	380060318	379351600	rGamWis1.0.hap2	rGamWis1.0.hap1	NA	NA	2466589883	2469021284	Scaffold	Scaffold	Gambelia wislizenii
SAMN35847297	Melospiza melodia melodia	bird	Melospiza	Passerellidae	Passeriformes	Aves	subspecies	true	false	VGP	GCA_035770615.1	GCA_035771015.1	19453098	3809853	77460261	NA	bMelMel2.pri	bMelMel2.alt	GCF_035770615.1	NA	1541245192	1356105093	Chromosome	Contig	Melospiza melodia melodia
SAMN36277597	Hipposideros larvatus	mammal	Hipposideros	Hipposideridae	Chiroptera	Mammalia	species	true	false	VGP	GCA_031876335.1	GCA_031878685.1	34562834	760162	185549907	760945	mHipLar1.pri	mHipLar1.alt	NA	NA	2338923724	2244597913	Chromosome	Scaffold	Hipposideros larvatus
SAMN36356471	Oreortyx pictus	bird	Oreortyx	Odontophoridae	Galliformes	Aves	species	true	false	CCGP	GCA_036925125.1	GCA_036925155.1	10592639	13459498	58864636	58283321	bOrePic1.0.hap1	bOrePic1.0.hap2	NA	NA	1062321314	966884543	Scaffold	Scaffold	Oreortyx pictus
SAMN36697770	Sebastes paucispinis	ray-finned fish	Sebastes	Sebastidae	Perciformes	Actinopteri	species	true	false	CCGP	GCA_036937225.1	GCA_036937175.1	14264469	18449034	34620701	34476039	fSebPau1.0.hap1	fSebPau1.0.hap2	NA	NA	806866550	802857081	Scaffold	Scaffold	Sebastes paucispinis
SAMN36900062	Moxostoma hubbsi	ray-finned fish	Moxostoma	Catostomidae	Cypriniformes	Actinopteri	species	true	false	CBP	GCA_032164185.1	GCA_032164205.1	32686730	33307729	41652572	37342075	fMoxHub1_p1.0	fMoxHub1_a1.0	NA	NA	2244768318	2183746421	Scaffold	Scaffold	Moxostoma hubbsi
SAMN36900204	Sistrurus catenatus	reptile	Sistrurus	Viperidae	Squamata	Lepidosauria	species	true	false	CBP	GCA_039880765.1	GCA_039880715.1	12532727	12532727	200181838	200181838	rSisCat1_p1.0	rSisCat1_a1.0	NA	NA	1559830260	1559830260	Chromosome	Scaffold	Sistrurus catenatus
SAMN36908943	Leuresthes tenuis	ray-finned fish	Leuresthes	Atherinopsidae	Atheriniformes	Actinopteri	species	true	false	CCGP	GCA_036924055.1	GCA_036924035.1	9883555	9667060	35848745	35077053	fLeuTen1.0.hap2	fLeuTen1.0.hap1	NA	NA	899536685	917098913	Scaffold	Scaffold	Leuresthes tenuis
SAMN36917319	Leptoclinus maculatus	ray-finned fish	Leptoclinus	Stichaeidae	Perciformes	Actinopteri	species	true	false	CBP	GCA_032191485.1	GCA_032191415.1	2413687	2331796	23457207	20319823	fLepMac1_p1.0	fLepMac1_a1.0	NA	NA	699878315	641721830	Scaffold	Scaffold	Leptoclinus maculatus
SAMN36939365	Lycaon pictus	mammal	Lycaon	Canidae	Carnivora	Mammalia	species	true	false	Other	GCA_040955705.1	GCA_040955645.1	39426608	42609000	64477381	64347589	LycPic1.final.hap2	LycPic1.final.hap1	NA	NA	2384012108	2260356192	Chromosome	Chromosome	Lycaon pictus
SAMN36942433	Eumetopias jubatus	mammal	Eumetopias	Otariidae	Carnivora	Mammalia	species	true	false	CBP	GCA_037043125.1	GCA_037043055.1	61020890	63113619	142604627	145973476	mEumJub1_p1.0	mEumJub1_a1.0	NA	NA	2590564460	2457485121	Scaffold	Scaffold	Eumetopias jubatus
SAMN36942437	Coluber constrictor foxii	reptile	Coluber	Colubridae	Squamata	Lepidosauria	subspecies	true	false	CBP	GCA_038048745.1	GCA_038048715.1	72486006	75089467	170815331	141372050	rColCon1_p1.0	rColCon1_a1.0	NA	NA	1829127931	1668806547	Chromosome	Scaffold	Coluber constrictor
SAMN36942438	Glyptemys insculpta	reptile	Glyptemys	Emydidae	Testudines	NA	species	true	false	CBP	GCA_032172135.1	GCA_032172125.1	95749198	19904646	144216551	151228238	rGlyIns1_p1.0	rGlyIns1_a1.0	NA	NA	2323491979	2140694284	Scaffold	Scaffold	Glyptemys insculpta
SAMN36942439	Emydoidea blandingii	reptile	Emydoidea	Emydidae	Testudines	NA	species	true	false	CBP	GCA_036785055.1	GCA_036785025.1	43111614	55740606	148530947	297026466	rEmyBla1_p1.0	rEmyBla1_a1.0	NA	NA	2334397532	2280709233	Scaffold	Scaffold	Emydoidea blandingii
SAMN36942441	Sternotherus odoratus	reptile	Sternotherus	Kinosternidae	Testudines	NA	species	true	false	CBP	GCA_032164245.1	GCA_032164215.1	17031157	6728072	108345705	107873794	rSteOdo2_p1.0	rSteOdo2_a1.0	NA	NA	1759394229	1745472519	Scaffold	Scaffold	Sternotherus odoratus
SAMN36942444	Malacoraja senta	cartilaginous fish	Malacoraja	Rajidae	Rajiformes	Chondrichthyes	species	true	false	CBP	GCA_038087875.1	GCA_038087855.1	150120	132491	58719002	18163574	sMalSen1_p1.0	sMalSen1_a1.0	NA	NA	1943516005	1489669519	Chromosome	Scaffold	Malacoraja senta
SAMN36942445	Pantherophis vulpinus	reptile	Pantherophis	Colubridae	Squamata	Lepidosauria	species	true	false	CBP	GCA_037215915.1	GCA_037215945.1	28315126	28315120	145441293	160296173	rPanGlo1_p1.0	rPanGlo1_a1.0	NA	NA	1922551888	1906104767	Scaffold	Scaffold	Pantherophis vulpinus
SAMN37045233	Alligator mississippiensis	reptile	Alligator	Alligatoridae	Crocodylia	NA	species	true	false	VGP	GCA_030867095.1	GCA_030867065.1	38556409	43841264	255078640	256319922	rAllMis1	rAllMis1	GCF_030867095.1	NA	2346779227	2373280586	Chromosome	Scaffold	Alligator mississippiensis
SAMN37052244	Macrochelys suwanniensis	reptile	Macrochelys	Chelydridae	Testudines	NA	species	true	false	VGP	GCA_033296515.1	GCA_033349115.1	43882550	28400779	139680232	133157836	rMacSuw1.hap1	rMacSuw1.hap2	NA	NA	2132261265	1937254095	Chromosome	Chromosome	Macrochelys suwanniensis
SAMN37055462	Opisthocomus hoazin	bird	Opisthocomus	Opisthocomidae	Opisthocomiformes	Aves	species	true	false	VGP	GCA_030867145.1	GCA_030867165.1	14274197	13957079	80946297	75689470	bOpiHoa1.hap1	bOpiHoa1.hap2	NA	NA	1482459898	1355639139	Chromosome	Chromosome	Opisthocomus hoazin
SAMN37055805	Leptodactylus fuscus	amphibian	Leptodactylus	Leptodactylidae	Anura	Amphibia	species	true	false	VGP	GCA_031893025.1	GCA_031893055.1	5565655	5334240	228259793	226021100	aLepFus1.hap1	aLepFus1.hap2	NA	NA	2307711212	2197979350	Chromosome	Chromosome	Leptodactylus fuscus
SAMN37055808	Strix aluco	bird	Strix	Strigidae	Strigiformes	Aves	species	true	false	VGP	GCA_031877785.1	GCA_031877795.1	13783470	11872084	89677789	89389700	bStrAlu1.hap2	bStrAlu1.hap1	NA	NA	1219048950	1414783145	Chromosome	Chromosome	Strix aluco
SAMN37096299	Morus bassanus	bird	Morus	Sulidae	Suliformes	Aves	species	true	false	VGP	GCA_031468815.1	GCA_031468805.1	10178591	9126423	85624757	67716506	bMorBas2.hap2	bMorBas2.hap1	NA	NA	1294787636	1381630140	Chromosome	Chromosome	Morus bassanus
SAMN37096312	Gavia stellata	bird	Gavia	Gaviidae	Gaviiformes	Aves	species	true	false	VGP	GCA_030936135.1	GCA_030936125.1	13765203	12016335	50637386	50556253	bGavSte3.hap2	bGavSte3.hap1	GCF_030936135.1	NA	1321270170	1403461371	Chromosome	Chromosome	Gavia stellata
SAMN37096863	Tapirus indicus	mammal	Tapirus	Tapiridae	Perissodactyla	Mammalia	species	true	false	VGP	GCA_031878705.1	GCA_031878655.1	56553937	52012120	129754520	129321892	mTapInd1.hap2	mTapInd1.hap1	NA	NA	2477428682	2498393425	Chromosome	Chromosome	Tapirus indicus
SAMN37110875	Pelodytes ibericus	amphibian	Pelodytes	Pelodytidae	Anura	Amphibia	species	true	false	VGP	GCA_036172775.1	GCA_036172765.1	7906101	7740289	199281010	208476877	aPelIbe1.hap1	aPelIbe1.hap2	NA	NA	2031142746	2046969639	Scaffold	Scaffold	Pelodytes ibericus
SAMN37159891	Candoia aspera	reptile	Candoia	Boidae	Squamata	Lepidosauria	species	true	false	VGP	GCA_035149785.1	GCA_035125265.1	55640180	49525232	209480725	209784440	rCanAsp1.hap2	rCanAsp1.hap1	GCF_035149785.1	NA	1530810380	1529331567	Chromosome	Scaffold	Candoia aspera
SAMN37253778	Heliangelus exortis	bird	Heliangelus	Trochilidae	Apodiformes	Aves	species	true	false	VGP	GCA_036169615.1	GCA_036172335.1	8413062	9824073	73898144	44470594	bHelExo1.hap1	bHelExo1.hap2	NA	NA	1049650714	969853240	Chromosome	Chromosome	Heliangelus exortis
SAMN37284216	Leptosomus discolor	bird	Leptosomus	Leptosomidae	Coraciiformes	Aves	species	true	false	VGP	GCA_034619465.1	GCA_034619455.1	8826436	8029456	82124922	82108581	bLepDis1.hap2	bLepDis1.hap1	NA	NA	1332028070	1327905210	Chromosome	Chromosome	Leptosomus discolor
SAMN37288508	Saccopteryx bilineata	mammal	Saccopteryx	Emballonuridae	Chiroptera	Mammalia	species	true	false	VGP	GCA_036850765.1	GCA_036850925.1	20156883	5225685	300074216	NA	mSacBil1_pri_phased_curated	mSacBil1_alt_phased_curated	GCF_036850765.1	NA	2612309609	2418198563	Chromosome	Contig	Saccopteryx bilineata
SAMN37300244	Thomomys bottae	mammal	Thomomys	Geomyidae	Rodentia	Mammalia	species	true	false	VGP	GCA_031878665.1	GCA_031878675.1	6183328	5921125	61325068	64418693	mThoBot2.hap2	mThoBot2.hap1	NA	NA	1879249320	2025633870	Chromosome	Chromosome	Thomomys bottae
SAMN37319749	Tiliqua scincoides	reptile	Tiliqua	Scincidae	Squamata	Lepidosauria	species	true	false	VGP	GCA_035046505.1	GCA_035046495.1	33113817	38979350	242160784	220631699	rTilSci1.hap2	rTilSci1.hap1	GCF_035046505.1	NA	1623332312	1694434935	Chromosome	Chromosome	Tiliqua scincoides
SAMN37390139	Saccopteryx leptura	mammal	Saccopteryx	Emballonuridae	Chiroptera	Mammalia	species	true	false	VGP	GCA_036850995.1	GCA_036851165.1	17812205	2598953	224759591	NA	mSacLep1_pri_phased_curated	mSacLep1_altContigs_phased	GCF_036850995.1	NA	2576497192	2531273945	Chromosome	Contig	Saccopteryx leptura
SAMN37669969	Chiloscyllium plagiosum	cartilaginous fish	Chiloscyllium	Hemiscylliidae	Orectolobiformes	Chondrichthyes	species	true	false	Other	GCA_037043375.1	GCA_037043355.1	4938100	4768860	103045553	107121482	Cpla_swu_hap1	Cpla_swu_hap2	NA	NA	4757323865	5072765766	Scaffold	Scaffold	Chiloscyllium plagiosum
