scientific_name	assembly_id	gcf	assembly_category	assembly_bio_sample_accession	assembly_name	contig_n50	scaffold_n50	last_updated	taxon_id	taxon_rank	assembly_id_no_version	version	synonym	tolid_prefix	common_name	subspecies	species	genus	family	order	class	qv_score	assigned_percent	assembly_span	ungapped_span	contig_l50	scaffold_l50	contig_count	scaffold_count	chromosome_count	sequence_count	gc_percent	n_percent	source_accession	bioproject	assembly_level	sample_sex	refseq_category	submitter	gene_count	protein_count	busco_completeness	busco_lineage	busco_string	project	assembly_bio_project_accession	assembly_sequencing_tech	pacbio	nanopore	taxonomic_group
Platichthys flesus	GCA_949316205.1	GCF_949316205.1	pri	SAMEA110026475	fPlaFle2.1	2078972	26770804	2023-04-05	8260	species	GCA_949316205	1	[""Pleuronectes bogdanovii""]	[""fPlaFle""]	[""European flounder""]	NA	Platichthys flesus	Platichthys	Pleuronectidae	Pleuronectiformes	Actinopteri	NA	NA	597120941	597024541	80	11	590	108	24	108	42.59	0.02	NA	PRJEB40665;PRJEB43510;PRJEB59806;PRJEB60141;PRJNA489243;PRJNA533106	Chromosome	NOT COLLECTED	representative genome	WELLCOME SANGER INSTITUTE	44791	22239	98.2	actinopterygii_odb10	C:98.2%[S:97.5%,D:0.7%],F:0.4%,M:1.3%,n:3640	VGP	PRJEB60141	PacBio,Arima2	true	false	bony fish
Platichthys flesus	GCA_949316195.1	NA	alt	SAMEA110026475	fPlaFle2.1 alternate haplotype	742482	NA	2023-04-08	8260	species	GCA_949316195	1	[""Pleuronectes flesus""]	NA	NA	NA	Platichthys flesus	Platichthys	Pleuronectidae	Pleuronectiformes	Actinopteri	NA	NA	587918088	587918088	208	NA	1915	NA	NA	1915	42.5	NA	NA	PRJEB40665;PRJEB43510;PRJEB59806;PRJEB60140;PRJNA489243;PRJNA533106	Contig	NOT COLLECTED	NA	WELLCOME SANGER INSTITUTE	NA	NA	NA	NA	NA	VGP	PRJEB60140	PacBio,Arima2	true	false	bony fish
Plecotus auritus	GCA_963455305.1	NA	pri	SAMEA110056142	mPleAur1.1	2948753	186501726	2023-09-20	61862	species	GCA_963455305	1	[""Plecotus auritus""]	[""mPleAur""]	[""Brown long-eared bat""]	NA	Plecotus auritus	Plecotus	Vespertilionidae	Chiroptera	Mammalia	NA	99.84	2163204650	2162957209	226	5	1301	64	16	64	43.07	0.01	NA	PRJEB40665;PRJEB43510;PRJEB65183;PRJEB65991;PRJNA489243;PRJNA489245;PRJNA533106	Chromosome	female	representative genome	WELLCOME SANGER INSTITUTE	NA	NA	96.1	laurasiatheria_odb10	C:96.1%[S:93.6%,D:2.6%],F:0.7%,M:3.2%,n:12234	VGP	PRJEB65991	PacBio,Arima2	true	false	mammal
Plecotus auritus	GCA_963455325.1	NA	alt	SAMEA110056142	mPleAur1.1 alternate haplotype	1121204	NA	2023-09-21	61862	species	GCA_963455325	1	[""Vespertilio auritus""]	NA	NA	NA	Plecotus auritus	Plecotus	Vespertilionidae	Chiroptera	Mammalia	NA	NA	2094237481	2094237481	550	NA	5570	NA	NA	5570	43	NA	NA	PRJEB40665;PRJEB43510;PRJEB65183;PRJEB65990;PRJNA489243;PRJNA489245;PRJNA533106	Contig	female	NA	WELLCOME SANGER INSTITUTE	NA	NA	NA	NA	NA	VGP	PRJEB65990	PacBio,Arima2	true	false	mammal
Ammodytes marinus	GCA_949987685.1	NA	pri	SAMEA110137622	fAmmMar1.1	2041615	31846471	2023-05-03	146480	species	GCA_949987685	1	[""Ammodytes marinus""]	[""fAmmMar""]	[""lesser sand-eel""]	NA	Ammodytes marinus	Ammodytes	Ammodytidae	Uranoscopiformes	Actinopteri	NA	95.52	777819083	777615683	115	12	1633	616	25	616	41.23	0.03	NA	PRJEB43510;PRJEB47820;PRJEB60704;PRJEB61584;PRJNA489243;PRJNA533106	Chromosome	female	representative genome	WELLCOME SANGER INSTITUTE	NA	NA	98	actinopterygii_odb10	C:98.0%[S:97.1%,D:0.9%],F:0.3%,M:1.7%,n:3640	VGP	PRJEB61584	PacBio,Arima2	true	false	bony fish
Ammodytes marinus	GCA_950004245.1	NA	alt	SAMEA110137622	fAmmMar1.1 alternate haplotype	540495	540495	2023-04-29	146480	species	GCA_950004245	1	NA	NA	NA	NA	Ammodytes marinus	Ammodytes	Ammodytidae	Uranoscopiformes	Actinopteri	NA	NA	756335084	756334884	391	391	3620	3619	NA	3619	41	NA	NA	PRJEB43510;PRJEB47820;PRJEB60704;PRJEB61583;PRJNA489243;PRJNA533106	Scaffold	female	NA	WELLCOME SANGER INSTITUTE	NA	NA	NA	NA	NA	VGP	PRJEB61583	PacBio,Arima2	true	false	bony fish
Argentina silus	GCA_951799395.1	NA	pri	SAMEA110137623	fArgSil1.1	858168	24540466	2023-05-27	446415	species	GCA_951799395	1	[""Argentina silus""]	[""fArgSil""]	[""Greater argentine""]	NA	Argentina silus	Argentina	Argentinidae	Argentiniformes	Actinopteri	NA	92.32	670749299	670398899	188	10	2775	1023	24	1023	44.77	0.05	NA	PRJEB43510;PRJEB47820;PRJEB59966;PRJEB62529;PRJNA489243;PRJNA533106	Chromosome	male	representative genome	WELLCOME SANGER INSTITUTE	NA	NA	96.1	actinopterygii_odb10	C:96.1%[S:93.7%,D:2.4%],F:1.6%,M:2.3%,n:3640	VGP	PRJEB62529	PacBio,Arima2	true	false	bony fish
Argentina silus	GCA_951799415.1	NA	alt	SAMEA110137623	fArgSil1.1 alternate haplotype	265682	NA	2023-05-27	446415	species	GCA_951799415	1	[""Salmo silus""]	NA	NA	NA	Argentina silus	Argentina	Argentinidae	Argentiniformes	Actinopteri	NA	NA	550403860	550403860	506	NA	4805	NA	NA	4805	44.5	NA	NA	PRJEB43510;PRJEB47820;PRJEB59966;PRJEB62528;PRJNA489243;PRJNA533106	Contig	male	NA	WELLCOME SANGER INSTITUTE	NA	NA	NA	NA	NA	VGP	PRJEB62528	PacBio,Arima2	true	false	bony fish
Raja brachyura	GCA_963514005.1	NA	pri	SAMEA110450105	sRajBra1.1	2048057	68366687	2023-09-28	223862	species	GCA_963514005	1	[""Raja brachyura""]	[""sRajBra""]	[""blonde ray""]	NA	Raja brachyura	Raja	Rajidae	Rajiformes	Chondrichthyes	NA	96.03	2700450552	2699996752	367	13	3915	1646	49	1646	44.98	0.02	NA	PRJEB40665;PRJEB43510;PRJEB61690;PRJEB66374;PRJNA489243;PRJNA533106	Chromosome	female	representative genome	WELLCOME SANGER INSTITUTE	NA	NA	91.7	vertebrata_odb10	C:91.7%[S:89.8%,D:1.9%],F:3.1%,M:5.3%,n:3354	VGP	PRJEB66374	PacBio,Arima2	true	false	cartilaginous fish
Raja brachyura	GCA_963513955.1	NA	alt	SAMEA110450105	sRajBra1.1 alternate haplotype	525117	NA	2023-09-28	223862	species	GCA_963513955	1	NA	NA	NA	NA	Raja brachyura	Raja	Rajidae	Rajiformes	Chondrichthyes	NA	NA	2597179146	2597179146	1398	NA	10683	NA	NA	10683	45	NA	NA	PRJEB40665;PRJEB43510;PRJEB61690;PRJEB66373;PRJNA489243;PRJNA533106	Contig	female	NA	WELLCOME SANGER INSTITUTE	NA	NA	NA	NA	NA	VGP	PRJEB66373	PacBio,Arima2	true	false	cartilaginous fish
Scophthalmus maximus	GCA_963854755.1	NA	alt	SAMEA110450106	fScoMax1.1 alternate haplotype	435753	NA	2023-12-16	52904	species	GCA_963854755	1	[""Rhombus maximus""]	NA	NA	NA	Scophthalmus maximus	Scophthalmus	Scophthalmidae	Pleuronectiformes	Actinopteri	NA	NA	540345941	540345941	331	NA	2723	NA	NA	2723	43.5	NA	NA	PRJEB40665;PRJEB43510;PRJEB69510;PRJEB70829;PRJNA489243;PRJNA533106	Contig	NOT COLLECTED	NA	WELLCOME SANGER INSTITUTE	NA	NA	NA	NA	NA	VGP	PRJEB70829	PacBio,Arima2	true	false	bony fish
Scophthalmus maximus	GCA_963854745.1	NA	pri	SAMEA110450106	fScoMax1.1	1410686	26138615	2023-12-15	52904	species	GCA_963854745	1	[""Rhombus maximus""]	NA	NA	NA	Scophthalmus maximus	Scophthalmus	Scophthalmidae	Pleuronectiformes	Actinopteri	NA	99.74	550279360	550118360	111	10	912	107	22	107	43.5	NA	NA	PRJEB40665;PRJEB43510;PRJEB69510;PRJEB70830;PRJNA489243;PRJNA533106	Chromosome	NOT COLLECTED	NA	WELLCOME SANGER INSTITUTE	NA	NA	NA	NA	NA	VGP	PRJEB70830	PacBio,Arima2	true	false	bony fish
Scomber scombrus	GCA_963691925.1	GCF_963691925.1	pri	SAMEA110450232	fScoSco1.1	1496448	31095048	2023-12-07	13677	species	GCA_963691925	1	[""Scomber scomber""]	NA	NA	NA	Scomber scombrus	Scomber	Scombridae	Scombriformes	Actinopteri	NA	NA	764141294	763843472	140	12	2154	665	24	665	40	NA	NA	PRJEB40665;PRJEB43510;PRJEB69500;PRJEB70589;PRJNA489243;PRJNA533106	Chromosome	NOT COLLECTED	representative genome	WELLCOME SANGER INSTITUTE	30420	22929	NA	NA	NA	VGP	PRJEB70589	PacBio,Arima2	true	false	bony fish
Scomber scombrus	GCA_963691945.1	NA	alt	SAMEA110450232	fScoSco1.1 alternate haplotype	369227	369227	2023-12-07	13677	species	GCA_963691945	1	[""Scomber scomber""]	NA	NA	NA	Scomber scombrus	Scomber	Scombridae	Scombriformes	Actinopteri	NA	NA	731363837	731361437	545	545	4917	4905	NA	4905	39.5	NA	NA	PRJEB40665;PRJEB43510;PRJEB69500;PRJEB70588;PRJNA489243;PRJNA533106	Scaffold	NOT COLLECTED	NA	WELLCOME SANGER INSTITUTE	NA	NA	NA	NA	NA	VGP	PRJEB70588	PacBio,Arima2	true	false	bony fish
Muntiacus reevesi	GCA_963930665.1	NA	alt	SAMEA110690972	mMunRee1.1 alternate haplotype	1272465	NA	2024-01-31	9886	species	GCA_963930665	1	[""Cervus reevesi""]	NA	NA	NA	Muntiacus reevesi	Muntiacus	Cervidae	Artiodactyla	Mammalia	NA	NA	2863788737	2863788737	631	NA	8892	NA	NA	8892	42.5	NA	NA	PRJEB40665;PRJEB43510;PRJEB71430;PRJEB72163;PRJNA489243;PRJNA533106	Contig	female	NA	WELLCOME SANGER INSTITUTE	NA	NA	NA	NA	NA	VGP	PRJEB72163	PacBio,Arima2	true	false	mammal
Muntiacus reevesi	GCA_963930625.1	GCF_963930625.1	pri	SAMEA110690972	mMunRee1.1	5780196	114544513	2024-01-31	9886	species	GCA_963930625	1	[""Muntiacus reevesi""]	[""mMunRee""]	[""Reeve's Muntjac""]	NA	Muntiacus reevesi	Muntiacus	Cervidae	Artiodactyla	Mammalia	NA	96.03	2656168540	2656032140	142	7	949	267	23	267	41.88	0.01	NA	PRJEB40665;PRJEB43510;PRJEB71430;PRJEB72164;PRJNA489243;PRJNA533106	Chromosome	female	NA	WELLCOME SANGER INSTITUTE	NA	NA	96.2	cetartiodactyla_odb10	C:96.2%[S:93.9%,D:2.2%],F:0.8%,M:3.0%,n:13335	VGP	PRJEB72164	PacBio,Arima2	true	false	mammal
Delphinus delphis	GCA_949987515.2	NA	pri	SAMEA111380534	mDelDel1.2	3627551	107080983	2024-09-07	9728	species	GCA_949987515	2	NA	NA	NA	NA	Delphinus delphis	Delphinus	Delphinidae	Artiodactyla	Mammalia	NA	88.77	2663516986	2663323555	235	10	1598	630	23	630	42	NA	NA	PRJEB40665;PRJEB43510;PRJEB60667;PRJEB61571;PRJNA1020146;PRJNA489243;PRJNA533106	Chromosome	male	representative genome	WELLCOME SANGER INSTITUTE	NA	NA	NA	NA	NA	VGP	PRJEB61571	PacBio,Arima2	true	false	mammal
Delphinus delphis	GCA_949987525.2	NA	alt	SAMEA111380534	mDelDel1.2 alternate haplotype	819073	819300	2024-09-07	9728	species	GCA_949987525	2	NA	NA	NA	NA	Delphinus delphis	Delphinus	Delphinidae	Artiodactyla	Mammalia	NA	NA	2440532866	2440532835	890	889	7427	7426	NA	7426	42	NA	NA	PRJEB40665;PRJEB43510;PRJEB60667;PRJEB61572;PRJNA1020146;PRJNA489243;PRJNA533106	Scaffold	male	NA	WELLCOME SANGER INSTITUTE	NA	NA	NA	NA	NA	VGP	PRJEB61572	PacBio,Arima2	true	false	mammal
Phocoena phocoena	GCA_963924675.1	GCF_963924675.1	pri	SAMEA111380536	mPhoPho1.1	3726689	110192646	2024-01-29	9742	species	GCA_963924675	1	[""Phocoenoides phocoena""]	NA	NA	NA	Phocoena phocoena	Phocoena	Phocoenidae	Artiodactyla	Mammalia	NA	94.41	2512713112	2512519912	208	9	1405	439	22	439	41.5	NA	NA	PRJEB40665;PRJEB43510;PRJEB71542;PRJEB72090;PRJNA1020146;PRJNA489243;PRJNA533106	Chromosome	female	representative genome	WELLCOME SANGER INSTITUTE	NA	NA	NA	NA	NA	VGP	PRJEB72090	PacBio,Arima2	true	false	mammal
Phocoena phocoena	GCA_963924725.1	NA	alt	SAMEA111380536	mPhoPho1.1 alternate haplotype	1056847	NA	2024-01-31	9742	species	GCA_963924725	1	[""Phocoenoides phocoena""]	NA	NA	NA	Phocoena phocoena	Phocoena	Phocoenidae	Artiodactyla	Mammalia	NA	NA	2673589998	2673589998	767	NA	7636	NA	NA	7636	42	NA	NA	PRJEB40665;PRJEB43510;PRJEB71542;PRJEB72091;PRJNA1020146;PRJNA489243;PRJNA533106	Contig	female	NA	WELLCOME SANGER INSTITUTE	NA	NA	NA	NA	NA	VGP	PRJEB72091	PacBio,Arima2	true	false	mammal
Lagenorhynchus albirostris	GCA_949774975.1	GCF_949774975.1	pri	SAMEA111380537	mLagAlb1.1	3398034	110721866	2023-04-08	27610	species	GCA_949774975	1	[""Delphinus ibseni""]	[""mLagAlb""]	[""White-beaked dolphin""]	NA	Lagenorhynchus albirostris	Lagenorhynchus	Delphinidae	Artiodactyla	Mammalia	NA	NA	2544819402	2544605402	237	9	1479	409	22	409	41.91	0.01	NA	PRJEB40665;PRJEB43510;PRJEB60663;PRJEB60994;PRJNA1020146;PRJNA489243;PRJNA533106	Chromosome	female	representative genome	WELLCOME SANGER INSTITUTE	28611	19117	95.5	cetartiodactyla_odb10	C:95.5%[S:93.2%,D:2.3%],F:1.2%,M:3.3%,n:13335	VGP	PRJEB60994	PacBio,Arima2	true	false	mammal
Lagenorhynchus albirostris	GCA_949774935.1	NA	alt	SAMEA111380537	mLagAlb1.1 alternate haplotype	119855	NA	2023-04-09	27610	species	GCA_949774935	1	NA	NA	NA	NA	Lagenorhynchus albirostris	Lagenorhynchus	Delphinidae	Artiodactyla	Mammalia	NA	NA	2036276931	2036276931	4559	NA	25620	NA	NA	25620	42	NA	NA	PRJEB40665;PRJEB43510;PRJEB60663;PRJEB60993;PRJNA1020146;PRJNA489243;PRJNA533106	Contig	female	NA	WELLCOME SANGER INSTITUTE	NA	NA	NA	NA	NA	VGP	PRJEB60993	PacBio,Arima2	true	false	mammal
Globicephala melas	GCA_963455315.2	NA	pri	SAMEA111380538	mGloMel1.2	3290841	105087932	2024-09-07	9731	species	GCA_963455315	2	[""Globicephala melaena""]	NA	NA	NA	Globicephala melas	Globicephala	Delphinidae	Artiodactyla	Mammalia	NA	89.15	2651276051	2651059434	247	10	2076	992	23	992	42.5	NA	NA	PRJEB40665;PRJEB43510;PRJEB64971;PRJEB65996;PRJNA1020146;PRJNA489243;PRJNA533106	Chromosome	male	representative genome	WELLCOME SANGER INSTITUTE	NA	NA	NA	NA	NA	VGP	PRJEB65996	PacBio,Arima2	true	false	mammal
Globicephala melas	GCA_963455345.2	NA	alt	SAMEA111380538	mGloMel1.2 alternate haplotype	137938	NA	2024-09-08	9731	species	GCA_963455345	2	[""Globicephala melaena""]	NA	NA	NA	Globicephala melas	Globicephala	Delphinidae	Artiodactyla	Mammalia	NA	NA	2042593655	2042593655	4103	NA	28097	NA	NA	28097	42	NA	NA	PRJEB40665;PRJEB43510;PRJEB64971;PRJEB65997;PRJNA1020146;PRJNA489243;PRJNA533106	Contig	male	NA	WELLCOME SANGER INSTITUTE	NA	NA	NA	NA	NA	VGP	PRJEB65997	PacBio,Arima2	true	false	mammal
Stenella coeruleoalba	GCA_951394435.1	NA	pri	SAMEA111380539	mSteCoe1.1	3590204	105253534	2023-06-16	9737	species	GCA_951394435	1	[""Orca tethyos""]	[""mSteCoe""]	[""Striped dolphin""]	NA	Stenella coeruleoalba	Stenella	Delphinidae	Artiodactyla	Mammalia	NA	89.39	2691406842	2691208411	240	10	1630	637	23	637	42.19	0.01	NA	PRJEB40665;PRJEB43510;PRJEB60665;PRJEB62076;PRJNA1020146;PRJNA489243;PRJNA533106	Chromosome	male	representative genome	WELLCOME SANGER INSTITUTE	NA	NA	95.4	cetartiodactyla_odb10	C:95.4%[S:93.5%,D:2.0%],F:1.1%,M:3.4%,n:13335	VGP	PRJEB62076	PacBio,Arima2	true	false	mammal
Stenella coeruleoalba	GCA_951394445.1	NA	alt	SAMEA111380539	mSteCoe1.1 alternate haplotype	2186058	NA	2023-05-13	9737	species	GCA_951394445	1	[""Delphinus coeruleoalbus""]	NA	NA	NA	Stenella coeruleoalba	Stenella	Delphinidae	Artiodactyla	Mammalia	NA	NA	2485529352	2485529352	338	NA	3464	NA	NA	3464	42	NA	NA	PRJEB40665;PRJEB43510;PRJEB60665;PRJEB62075;PRJNA1020146;PRJNA489243;PRJNA533106	Contig	male	NA	WELLCOME SANGER INSTITUTE	NA	NA	NA	NA	NA	VGP	PRJEB62075	PacBio,Arima2	true	false	mammal
Balaenoptera acutorostrata	GCA_949987535.1	GCF_949987535.1	pri	SAMEA111380540	mBalAcu1.1	3015723	116513105	2023-05-01	9767	species	GCA_949987535	1	[""Rorqualus rostratus""]	[""mBalAcu""]	[""Minke whale""]	NA	Balaenoptera acutorostrata	Balaenoptera	Balaenopteridae	Artiodactyla	Mammalia	NA	NA	2772885358	2772649958	275	10	2551	1374	22	1374	41.55	0.01	NA	PRJEB40665;PRJEB43510;PRJEB60647;PRJEB61579;PRJNA1020146;PRJNA489243;PRJNA533106	Chromosome	female	representative genome	WELLCOME SANGER INSTITUTE	29837	20286	95.7	cetartiodactyla_odb10	C:95.7%[S:92.8%,D:2.8%],F:1.0%,M:3.4%,n:13335	VGP	PRJEB61579	PacBio,Arima2	true	false	mammal
Balaenoptera acutorostrata	GCA_950005055.1	NA	alt	SAMEA111380540	mBalAcu1.1 alternate haplotype	228078	228078	2023-04-29	9767	species	GCA_950005055	1	NA	NA	NA	NA	Balaenoptera acutorostrata	Balaenoptera	Balaenopteridae	Artiodactyla	Mammalia	NA	NA	2590401380	2590401353	3229	3229	21272	21271	NA	21271	41.5	NA	NA	PRJEB40665;PRJEB43510;PRJEB60647;PRJEB61580;PRJNA1020146;PRJNA489243;PRJNA533106	Scaffold	female	NA	WELLCOME SANGER INSTITUTE	NA	NA	NA	NA	NA	VGP	PRJEB61580	PacBio,Arima2	true	false	mammal
Thunnus thynnus	GCA_963924715.1	GCF_963924715.1	pri	SAMEA111406335	fThuThy2.1	2956553	34318521	2024-01-29	8237	species	GCA_963924715	1	[""Thynnus vulgaris""]	[""fThuThy""]	[""Northern bluefin tuna""]	NA	Thunnus thynnus	Thunnus	Scombridae	Scombriformes	Actinopteri	NA	99.18	799047066	798953466	84	11	587	119	24	119	40	NA	NA	PRJEB43510;PRJEB47820;PRJEB71424;PRJEB72088;PRJNA489243;PRJNA533106	Chromosome	NOT COLLECTED	representative genome	WELLCOME SANGER INSTITUTE	NA	NA	NA	NA	NA	VGP	PRJEB72088	PacBio,Arima2	true	false	bony fish
Thunnus thynnus	GCA_963924655.1	NA	alt	SAMEA111406335	fThuThy2.1 alternate haplotype	773247	773247	2024-01-30	8237	species	GCA_963924655	1	[""Scomber thynnus""]	NA	NA	NA	Thunnus thynnus	Thunnus	Scombridae	Scombriformes	Actinopteri	NA	NA	806472619	806472219	306	306	3715	3713	NA	3713	40	NA	NA	PRJEB43510;PRJEB47820;PRJEB71424;PRJEB72089;PRJNA489243;PRJNA533106	Scaffold	NOT COLLECTED	NA	WELLCOME SANGER INSTITUTE	NA	NA	NA	NA	NA	VGP	PRJEB72089	PacBio,Arima2	true	false	bony fish
Zootoca vivipara	GCA_963506605.1	GCF_963506605.1	pri	SAMEA111528662	rZooViv1.1	3447840	96056580	2023-09-20	8524	species	GCA_963506605	1	[""Lacertus cinereus""]	[""rZooViv""]	[""Lizard, Viviparous""]	NA	Zootoca vivipara	Zootoca	Lacertidae	Squamata	Lepidosauria	NA	NA	1440239386	1440102786	122	7	731	48	19	48	44.05	0.01	NA	PRJEB40665;PRJEB43510;PRJEB65185;PRJEB66180;PRJNA489243;PRJNA533106	Chromosome	female	representative genome	WELLCOME SANGER INSTITUTE	22823	20197	94.9	sauropsida_odb10	C:94.9%[S:93.1%,D:1.8%],F:0.8%,M:4.2%,n:7480	VGP	PRJEB66180	PacBio,Arima2	true	false	reptile
Zootoca vivipara	GCA_963506595.1	NA	alt	SAMEA111528662	rZooViv1.1 alternate haplotype	324996	NA	2023-09-21	8524	species	GCA_963506595	1	[""Lacerta vivipara""]	NA	NA	NA	Zootoca vivipara	Zootoca	Lacertidae	Squamata	Lepidosauria	NA	NA	1221338756	1221338756	1049	NA	8057	NA	NA	8057	44	NA	NA	PRJEB40665;PRJEB43510;PRJEB65185;PRJEB66181;PRJNA489243;PRJNA533106	Contig	female	NA	WELLCOME SANGER INSTITUTE	NA	NA	NA	NA	NA	VGP	PRJEB66181	PacBio,Arima2	true	false	reptile
Lampetra fluviatilis	GCA_964198595.1	NA	pri	SAMEA111528664	kcLamFluv1.1	1289502	13159252	2024-07-13	7748	species	GCA_964198595	1	[""Petromyzon fluviatilis""]	NA	NA	NA	Lampetra fluviatilis	Lampetra	Petromyzontidae	Petromyzontiformes	Hyperoartia	NA	94.23	1042458987	1042099987	218	29	3291	1496	82	1496	49	NA	NA	PRJEB40665;PRJEB43510;PRJEB68292;PRJEB77461;PRJNA489243;PRJNA533106	Chromosome	female	representative genome	WELLCOME SANGER INSTITUTE	NA	NA	NA	NA	NA	VGP	PRJEB77461	PacBio,Arima2	true	false	jawless fish
Lampetra fluviatilis	GCA_964198585.1	NA	alt	SAMEA111528664	kcLamFluv1.1 alternate haplotype	460300	460300	2024-07-12	7748	species	GCA_964198585	1	[""Petromyzon fluviatilis""]	NA	NA	NA	Lampetra fluviatilis	Lampetra	Petromyzontidae	Petromyzontiformes	Hyperoartia	NA	NA	939632249	939630449	535	535	5726	5717	NA	5717	49	NA	NA	PRJEB40665;PRJEB43510;PRJEB68292;PRJEB77460;PRJNA489243;PRJNA533106	Scaffold	female	NA	WELLCOME SANGER INSTITUTE	NA	NA	NA	NA	NA	VGP	PRJEB77460	PacBio,Arima2	true	false	jawless fish
Chelon labrosus	GCA_963514085.1	NA	pri	SAMEA111562027	fCheLab1.1	2544200	30303911	2023-09-29	48171	species	GCA_963514085	1	[""Mugil labrosus""]	NA	NA	NA	Chelon labrosus	Chelon	Mugilidae	Mugiliformes	Actinopteri	NA	96.63	717403240	717281240	85	12	972	362	24	362	42.5	NA	NA	PRJEB40665;PRJEB43510;PRJEB63499;PRJEB66430;PRJNA489243;PRJNA533106	Chromosome	NOT COLLECTED	representative genome	WELLCOME SANGER INSTITUTE	NA	NA	NA	NA	NA	VGP	PRJEB66430	PacBio,Arima2	true	false	bony fish
Chelon labrosus	GCA_963514105.1	NA	alt	SAMEA111562027	fCheLab1.1 alternate haplotype	943309	NA	2023-09-29	48171	species	GCA_963514105	1	[""Mugil labrosus""]	NA	NA	NA	Chelon labrosus	Chelon	Mugilidae	Mugiliformes	Actinopteri	NA	NA	698748450	698748450	216	NA	1967	NA	NA	1967	42.5	NA	NA	PRJEB40665;PRJEB43510;PRJEB63499;PRJEB66431;PRJNA489243;PRJNA533106	Contig	NOT COLLECTED	NA	WELLCOME SANGER INSTITUTE	NA	NA	NA	NA	NA	VGP	PRJEB66431	PacBio,Arima2	true	false	bony fish
Pollachius pollachius	GCA_949987615.1	NA	pri	SAMEA111562038	fPolPol2.1	606672	27399917	2023-05-03	185739	species	GCA_949987615	1	[""Gadus viridis""]	[""fPolPol""]	[""pollack""]	NA	Pollachius pollachius	Pollachius	Gadidae	Gadiformes	Actinopteri	NA	95.8	606750899	606388899	254	8	2425	615	20	615	45.68	0.06	NA	PRJEB40665;PRJEB43510;PRJEB60645;PRJEB61573;PRJNA489243;PRJNA533106	Chromosome	NOT COLLECTED	representative genome	WELLCOME SANGER INSTITUTE	NA	NA	94.2	actinopterygii_odb10	C:94.2%[S:93.3%,D:0.9%],F:2.1%,M:3.7%,n:3640	VGP	PRJEB61573	PacBio,Arima2	true	false	bony fish
Pollachius pollachius	GCA_949987605.1	NA	alt	SAMEA111562038	fPolPol2.1 alternate haplotype	249476	NA	2023-04-29	185739	species	GCA_949987605	1	[""Merlangus pollachius""]	NA	NA	NA	Pollachius pollachius	Pollachius	Gadidae	Gadiformes	Actinopteri	NA	NA	591893695	591893695	643	NA	4970	NA	NA	4970	45.5	NA	NA	PRJEB40665;PRJEB43510;PRJEB60645;PRJEB61574;PRJNA489243;PRJNA533106	Contig	NOT COLLECTED	NA	WELLCOME SANGER INSTITUTE	NA	NA	NA	NA	NA	VGP	PRJEB61574	PacBio,Arima2	true	false	bony fish
Labrus mixtus	GCA_963584025.1	GCF_963584025.1	pri	SAMEA111562155	fLabMix1.1	2678957	30403003	2023-11-05	508554	species	GCA_963584025	1	NA	NA	NA	NA	Labrus mixtus	Labrus	Labridae	Labriformes	Actinopteri	NA	NA	740563171	740449157	75	12	894	324	24	324	41	NA	NA	PRJEB40665;PRJEB43510;PRJEB63507;PRJEB68165;PRJNA489243;PRJNA533106	Chromosome	male	representative genome	WELLCOME SANGER INSTITUTE	41941	22740	NA	NA	NA	VGP	PRJEB68165	PacBio,Arima2	true	false	bony fish
Labrus mixtus	GCA_963583885.1	NA	alt	SAMEA111562155	fLabMix1.1 alternate haplotype	756142	NA	2023-11-05	508554	species	GCA_963583885	1	NA	NA	NA	NA	Labrus mixtus	Labrus	Labridae	Labriformes	Actinopteri	NA	NA	700699022	700699022	261	NA	2462	NA	NA	2462	41	NA	NA	PRJEB40665;PRJEB43510;PRJEB63507;PRJEB68164;PRJNA489243;PRJNA533106	Contig	male	NA	WELLCOME SANGER INSTITUTE	NA	NA	NA	NA	NA	VGP	PRJEB68164	PacBio,Arima2	true	false	bony fish
Zeus faber	GCA_960531495.1	NA	pri	SAMEA111562156	fZeuFab8.1	1449431	34476449	2023-07-26	64108	species	GCA_960531495	1	[""Zeuss japonicus""]	[""fZeuFab""]	[""John dory""]	NA	Zeus faber	Zeus	Zeidae	Zeiformes	Actinopteri	NA	97.09	804715226	804537826	171	10	1077	190	22	190	43.92	0.02	NA	PRJEB40665;PRJEB43510;PRJEB63619;PRJEB64533;PRJNA489243;PRJNA533106	Chromosome	NOT COLLECTED	representative genome	WELLCOME SANGER INSTITUTE	NA	NA	96.4	actinopterygii_odb10	C:96.4%[S:94.9%,D:1.4%],F:1.4%,M:2.2%,n:3640	VGP	PRJEB64533	PacBio,Arima2	true	false	bony fish
Zeus faber	GCA_960530785.1	NA	alt	SAMEA111562156	fZeuFab8.1 alternate haplotype	331067	NA	2023-07-26	64108	species	GCA_960530785	1	NA	NA	NA	NA	Zeus faber	Zeus	Zeidae	Zeiformes	Actinopteri	NA	NA	809816570	809816570	656	NA	5370	NA	NA	5370	44	NA	NA	PRJEB40665;PRJEB43510;PRJEB63619;PRJEB64532;PRJNA489243;PRJNA533106	Contig	NOT COLLECTED	NA	WELLCOME SANGER INSTITUTE	NA	NA	NA	NA	NA	VGP	PRJEB64532	PacBio,Arima2	true	false	bony fish
